scenario,n_society,alpha,seed,n_harmful,placement,feedback_strength,social_mean_degree,retail_wealth_scale,retail_risk_appetite,asset_liquidity_scale,n_llm_leaders,llm_provider,llm_model,llm_backend,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate,track,scenario_id
s1,500,0.0,20,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,0.9700715729158794,0.00010161361943241209,0,0.0,0.3031473665362124,1.2125894661448493,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,21,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.6604313685246481,7.912906400617211e-05,0,0.0,0.20638480266395254,0.8255392106558102,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,22,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9208283485082397,0.00032699551739860325,0,0.0,0.2877588589088249,1.1510354356352996,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,23,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.48803831916565577,9.854403653144837e-05,0,0.0,0.15251197473926745,0.6100478989570697,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,24,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.892944375208911,0.0005663722614668309,0,0.0,0.2790451172527847,1.1161804690111388,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,25,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,16,0.9715196727216587,0.00041778669565059243,0,0.0,0.3035498075063556,1.2141992300254225,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,26,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8758324854072612,0.00030314980235099793,0,0.0,0.2736976516897691,1.0947906067590765,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,27,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7031703829863267,0.00048374159069992603,0,0.0,0.2197407446832271,0.8789629787329085,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,28,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,0.98440454903605,0.00021999807007312775,0,0.0,0.30762642157376563,1.2305056862950625,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,29,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8608982405386837,0.00019480410801693798,0,0.0,0.26903070016833863,1.0761228006733545,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0,30,0,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7394120813448986,0.00032818704206105323,0,0.0,0.231017297824876,0.924069191299504,0.0,0.0,0.0,0.0,control,s1
s1,500,0.0075,1,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8419298142504505,0.0001461493907864356,-1193.837770141923,-1.6468977224178436,0.22581751882743328,0.9032700753097331,0.23790322580645162,0.0,0.0,0.0,control,s1
s1,500,0.0075,2,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7335015483869434,6.624088063592001e-05,-653.0753160318127,-1.9877213169005765,0.19605628925878543,0.7842251570351417,0.21169354838709678,0.0,0.0,0.0,control,s1
s1,500,0.0075,3,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8477630722444665,0.0007674010020774608,-5152.465464177483,-1.3536645354792862,0.26483723579709495,1.0593489431883798,0.11290322580645161,0.0,0.0,0.0,control,s1
s1,500,0.0075,4,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9079090491915924,0.00033096847222862584,-2858.5469275188807,-1.741313730530143,0.2836470919466332,1.1345883677865327,0.2439516129032258,0.0,0.0,0.0,control,s1
s1,500,0.0075,5,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,0.9895599769018899,0.0004903073290357321,-4040.705216174014,-1.661525866469626,0.3091365914814979,1.2365463659259914,0.1814516129032258,0.0,0.0,0.0,control,s1
s1,500,0.0075,6,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9814737397642915,-0.0007827676722727295,-1951.8545754649676,-0.5027277972421903,0.2786296243357765,1.1145184973431057,0.22379032258064516,0.0,0.0,0.0,control,s1
s1,500,0.0075,7,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9576475117422962,3.0927435802896655e-06,-1745.0646903527086,-113.759045780931,0.2991179949705499,1.1964719798821997,0.25806451612903225,0.0,0.0,0.0,control,s1
s1,500,0.0075,8,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7911932043411665,4.6297453826053005e-05,-3211.5868209924665,-13.985592930764213,0.24714004282997779,0.9885601713199115,0.1693548387096774,0.0,0.0,0.0,control,s1
s1,500,0.0075,9,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.1566904453213502,0.0005946499143468006,-4734.303749574756,-1.6051406057176765,0.36136709962048186,1.4454683984819274,0.15120967741935484,0.0,0.0,0.0,control,s1
s1,500,0.0075,10,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.0139044749820316,0.00029131121824987443,-3876.4878557179763,-2.6828694603875567,0.31674408668754606,1.2669763467501842,0.15524193548387097,0.0,0.0,0.0,control,s1
s1,500,0.0075,11,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7390001066467843,0.00010131522372849436,-3974.124837463809,-7.90833614906702,0.23083212823436855,0.9233285129374742,0.21975806451612903,0.0,0.0,0.0,control,s1
s1,500,0.0075,12,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.1572238082899953,0.0003448489000639623,-3779.506472726818,-2.209655511691777,0.3615490485151696,1.4461961940606782,0.1814516129032258,0.0,0.0,0.0,control,s1
s1,500,0.0075,13,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8325117641341688,0.0005648469783853919,-1245.0319271987828,-0.444393811167919,0.26010049745848185,1.0404019898339274,0.19153225806451613,0.0,0.0,0.0,control,s1
s1,500,0.0075,14,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8481198811725031,0.0001728078074163697,-2504.536375745345,-2.922014100508897,0.2313114288540892,0.9252457154163567,0.2157258064516129,0.0,0.0,0.0,control,s1
s1,500,0.0075,15,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.3606844271912069,0.00031767133363342335,-1262.740719223977,-0.8014094929886464,0.4250726248730874,1.7002904994923496,0.23387096774193547,0.0,0.0,0.0,control,s1
s1,500,0.0075,16,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.0239570969177962,0.0006325144076706736,-4603.981035963865,-1.4675112089154512,0.3199156477886767,1.2796625911547066,0.14717741935483872,0.0,0.0,0.0,control,s1
s1,500,0.0075,17,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,7,1.2024552740838332,0.0002776269375784097,-4563.448063015414,-3.3139796185839216,0.34130442114900283,1.3652176845960113,0.25201612903225806,0.0,0.0,0.0,control,s1
s1,500,0.0075,18,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8733107990407833,-0.0001646512455915311,-2376.168103115022,-2.9095810851625767,0.24830220644824824,0.9932088257929932,0.15725806451612903,0.0,0.0,0.0,control,s1
s1,500,0.0075,19,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8105059474252839,0.0006769521708033168,-3180.9505646939215,-0.9473648302282212,0.24099943892837128,0.9639977557134849,0.25201612903225806,0.0,0.0,0.0,control,s1
s1,500,0.0075,20,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.0194812438868222,0.00010222010811708207,-4376.901670018735,-8.632742315392765,0.3185081605321035,1.274032642128414,0.2157258064516129,0.0,0.0,0.0,control,s1
s1,500,0.0075,21,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8148322873466248,0.0003886751398228244,-2945.456187245494,-1.5278619916511216,0.24436158360392582,0.9774463344157034,0.28024193548387094,0.0,0.0,0.0,control,s1
s1,500,0.0075,22,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9278185616879334,0.0004074188853013179,-3095.8095431228867,-1.5319740256064749,0.2898533776598646,1.1594135106394585,0.20362903225806453,0.0,0.0,0.0,control,s1
s1,500,0.0075,23,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8197624227995304,-0.00013670569327791342,-3447.7775883434224,-5.084765912782156,0.22996502511190425,0.9198601004476172,0.1814516129032258,0.0,0.0,0.0,control,s1
s1,500,0.0075,24,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9133188246444518,0.00046663607941384636,-3429.8475528122217,-1.481886106220103,0.2853202354985881,1.1412809419943524,0.1814516129032258,0.0,0.0,0.0,control,s1
s1,500,0.0075,25,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.1949644101923236,0.00023600535337745603,-2991.9437774229445,-2.5559355439275677,0.3566521018251875,1.42660840730075,0.10685483870967742,0.0,0.0,0.0,control,s1
s1,500,0.0075,26,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.941789598003136,0.00048759762192625674,-2479.720324252441,-1.0253200411141121,0.29424503046465006,1.1769801218586,0.13306451612903225,0.0,0.0,0.0,control,s1
s1,500,0.0075,27,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7865088303242707,0.0003915106370192652,-3589.7871204759285,-1.8486021448406933,0.2261840905362414,0.9047363621449656,0.3024193548387097,0.0,0.0,0.0,control,s1
s1,500,0.0075,28,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.0381952239442542,0.00041479916142979486,-3523.2485656657664,-1.7124730186569048,0.32435549572979766,1.2974219829191904,0.22379032258064516,0.0,0.0,0.0,control,s1
s1,500,0.0075,29,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9549081399705084,9.308452967689522e-06,-2784.966411294503,-60.31992271072385,0.29829558671382056,1.1931823468552825,0.11491935483870967,0.0,0.0,0.0,control,s1
s1,500,0.0075,30,4,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.5897660115371655,0.0003896650276291409,-3114.823718562926,-1.6116115340321342,0.1587568773001542,0.6350275092006168,0.16330645161290322,0.0,0.0,0.0,control,s1
s1,500,0.01,1,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,1.0249114291857147,-0.00031306886279692104,-4225.071376193286,-2.726396248233777,0.2815038874977905,1.1260155499911617,0.24848484848484848,0.0,0.0,0.0,control,s1
s1,500,0.01,2,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8597665278442803,-0.0003090561036391165,-3106.6635318132467,-2.030727712268587,0.2374190212163646,0.9496760848654582,0.2,0.0,0.0,0.0,control,s1
s1,500,0.01,3,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8607793386444585,0.0006047186362892013,-7811.1371176202665,-2.6094904370608427,0.2688408401510756,1.0753633606043023,0.12525252525252525,0.0,0.0,0.0,control,s1
s1,500,0.01,4,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,0.9798826669837943,-1.0500910561343636e-05,-3559.0941767616896,-68.47110261515463,0.3060629665194461,1.2242518660777844,0.2585858585858586,0.0,0.0,0.0,control,s1
s1,500,0.01,5,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.0515020858283524,0.0006392542000389611,-7294.887107660063,-2.3053654823296172,0.3284046363526773,1.3136185454107094,0.1414141414141414,0.0,0.0,0.0,control,s1
s1,500,0.01,6,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,1.048871987765286,-0.0015340246364419735,-3599.4033659863344,-0.4740159824520914,0.29869095131094797,1.1947638052437917,0.18585858585858586,0.0,0.0,0.0,control,s1
s1,500,0.01,7,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,0.9611385794516245,0.0002912051120142669,-785.891249865992,-0.5452030287712065,0.3001092001142646,1.2004368004570587,0.26666666666666666,0.0,0.0,0.0,control,s1
s1,500,0.01,8,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8399048716797778,0.00040842844663789926,-6378.930544325762,-3.155198536844392,0.2579155040092728,1.0316620160370915,0.11717171717171718,0.0,0.0,0.0,control,s1
s1,500,0.01,9,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.1995468557036535,0.0002602104277462896,-7419.854256041901,-5.760570276712958,0.37467921303633794,1.4987168521453516,0.15555555555555556,0.0,0.0,0.0,control,s1
s1,500,0.01,10,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.0699853785053697,0.00039297235174217456,-5523.217584597296,-2.839389405629088,0.3272383695854764,1.3089534783419055,0.11313131313131314,0.0,0.0,0.0,control,s1
s1,500,0.01,11,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.7392339468850319,0.000560668408675966,-6922.6914806544955,-2.4943861822855418,0.23083449237576745,0.9233379695030697,0.16363636363636364,0.0,0.0,0.0,control,s1
s1,500,0.01,12,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.2032402112760239,0.00010745392129013334,-6744.115336453076,-12.679365502530956,0.3758585342375326,1.5034341369501307,0.18787878787878787,0.0,0.0,0.0,control,s1
s1,500,0.01,13,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8786256696716525,0.0003194642137401182,-3082.5255154024344,-1.9493026153490087,0.2744552037763968,1.097820815105587,0.15555555555555556,0.0,0.0,0.0,control,s1
s1,500,0.01,14,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8858822591514298,-4.367666172541001e-05,-3008.4528334302595,-13.915171745468944,0.24551048581798038,0.9820419432719216,0.2,0.0,0.0,0.0,control,s1
s1,500,0.01,15,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.3787335442832291,0.0003480198823009627,-718.0863347213308,-0.4168380997350517,0.4306122888023501,1.7224491552094001,0.23434343434343435,0.0,0.0,0.0,control,s1
s1,500,0.01,16,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.1245752132274769,0.0005039356804037034,-7161.437502551242,-2.8709121169222547,0.3430096535151271,1.372038614060508,0.14545454545454545,0.0,0.0,0.0,control,s1
s1,500,0.01,17,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,7,1.07102803597933,0.0002658774111088779,-8220.188282793271,-6.24590141226384,0.31147615651765514,1.2459046260706206,0.14747474747474748,0.0,0.0,0.0,control,s1
s1,500,0.01,18,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9795293091634165,-0.00028186122129774755,-3832.949908820592,-2.747214786582062,0.25404478979898476,1.0161791591959393,0.3333333333333333,0.0,0.0,0.0,control,s1
s1,500,0.01,19,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8425113263668981,0.0008154057406841053,-5434.188128379959,-1.3463429661288164,0.26314460499640235,1.0525784199856094,0.1696969696969697,0.0,0.0,0.0,control,s1
s1,500,0.01,20,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.0270947346545232,-0.000321948670233327,-7274.035590776999,-4.564398848070754,0.32083908850218756,1.2833563540087503,0.16161616161616163,0.0,0.0,0.0,control,s1
s1,500,0.01,21,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8468526638255192,0.0006643785263108785,-4017.837778436282,-1.2217197990897901,0.24436414591331937,0.9774565836532774,0.296969696969697,0.0,0.0,0.0,control,s1
s1,500,0.01,22,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9281869677347098,0.0002699269160408188,-5303.530793693353,-3.9692979791621505,0.2899081471294945,1.1596325885179777,0.19797979797979798,0.0,0.0,0.0,control,s1
s1,500,0.01,23,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8228419998768496,-0.00011307855294076631,-5810.244477613451,-10.380277538297598,0.2275963329806932,0.9103853319227726,0.1898989898989899,0.0,0.0,0.0,control,s1
s1,500,0.01,24,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9135218961336885,0.0004731106462194161,-6831.694118811836,-2.917161634495371,0.28532203608740153,1.1412881443496063,0.24646464646464647,0.0,0.0,0.0,control,s1
s1,500,0.01,25,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.2229335902659466,0.0002116067417434445,-4635.810003101913,-4.425791284520523,0.3681355064528034,1.4725420258112134,0.11515151515151516,0.0,0.0,0.0,control,s1
s1,500,0.01,26,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.1031487397951654,0.0001551302205485226,-3745.435243839689,-4.877538251016718,0.34457367639123854,1.3782947055649544,0.1494949494949495,0.0,0.0,0.0,control,s1
s1,500,0.01,27,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8985677435652341,0.0006206770131069075,-6379.106995374837,-2.076294846917646,0.2805828344491626,1.1223313377966502,0.3474747474747475,0.0,0.0,0.0,control,s1
s1,500,0.01,28,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.0450132410362214,-5.166927747673007e-05,-5289.0464611428615,-20.679488600465252,0.3263527564649878,1.305411025859951,0.2101010101010101,0.0,0.0,0.0,control,s1
s1,500,0.01,29,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,0.9771835118077145,0.0002448333346751528,-5908.490491580655,-4.875293817025742,0.30517293490440633,1.2206917396176253,0.13737373737373737,0.0,0.0,0.0,control,s1
s1,500,0.01,30,5,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.64479690681155,0.0005904295497972782,-5292.152875110594,-1.8107525162294371,0.17439136298787705,0.697565451951508,0.17373737373737375,0.0,0.0,0.0,control,s1
s1,500,0.015,1,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,1.031765100179319,4.5759976603189194e-05,-3601.620488114888,-15.997313349263779,0.2760194852509451,1.1040779410037804,0.2967479674796748,0.0,0.0,0.0,control,s1
s1,500,0.015,2,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,13,0.978020095724868,-0.0006477792047846275,-3982.0869140629657,-1.2494492768179928,0.24214807672334693,0.9685923068933877,0.4065040650406504,0.0,0.0,0.0,control,s1
s1,500,0.015,3,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.8640113328596707,0.0005787180933171913,-8045.743296993605,-2.82575177298704,0.2698179642457283,1.0792718569829134,0.2621951219512195,0.0,0.0,0.0,control,s1
s1,500,0.015,4,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.030780229123517,8.456738124510682e-05,-5651.2693367419415,-13.58244706293363,0.32023308954471286,1.2809323581788514,0.4349593495934959,0.0,0.0,0.0,control,s1
s1,500,0.015,5,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.0588981433885787,0.0005854336131820303,-9057.357941032562,-3.144551951455121,0.33067377690230787,1.3226951076092313,0.3089430894308943,0.0,0.0,0.0,control,s1
s1,500,0.015,6,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,1.0263353463290257,-0.00041234469452392067,-4247.8675141326385,-2.0938494361406987,0.2864557896627102,1.145823158650841,0.37601626016260165,0.0,0.0,0.0,control,s1
s1,500,0.015,7,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,0.9694946323798654,-0.00014515697068337926,-1961.4555287046242,-2.7464738415975525,0.30266615900080085,1.2106646360032034,0.4268292682926829,0.0,0.0,0.0,control,s1
s1,500,0.015,8,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9463418022781853,-4.048426119171507e-05,-6697.049230034463,-33.62266786708078,0.2636626267244127,1.0546505068976506,0.37398373983739835,0.0,0.0,0.0,control,s1
s1,500,0.015,9,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.2108326317373497,0.00023436425065175001,-9020.81284854596,-7.823285937823726,0.3781646564833696,1.5126586259334784,0.20528455284552846,0.0,0.0,0.0,control,s1
s1,500,0.015,10,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,4,1.3581099346897998,6.472109712857178e-06,-5858.59672859055,-183.98509074057077,0.3880270516806001,1.5521082067224006,0.31097560975609756,0.0,0.0,0.0,control,s1
s1,500,0.015,11,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9904403812095937,-2.6926681311702645e-05,-10231.315234779613,-77.2295550555402,0.27310706675331664,1.0924282670132666,0.23373983739837398,0.0,0.0,0.0,control,s1
s1,500,0.015,12,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.2511042009919622,0.0007346448558030605,-7490.945635451295,-2.0724979068156593,0.3833569572327007,1.5334278289308028,0.4369918699186992,0.0,0.0,0.0,control,s1
s1,500,0.015,13,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9116208256522497,0.0007011998713272056,-2204.394411117304,-0.6389727991364134,0.28472871062002697,1.1389148424801077,0.34552845528455284,0.0,0.0,0.0,control,s1
s1,500,0.015,14,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,0.0,-1,0.9195197074833374,0.0002450633010247768,-3454.965626737103,-2.8654995790298994,0.24509425269659238,0.9803770107863692,0.2703252032520325,0.0,0.0,0.0,control,s1
s1,500,0.015,15,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.388241207695662,5.226922436499953e-05,209.01188888400793,0.8127553403113783,0.4335298806192738,1.734119522477095,0.49390243902439024,0.0,0.0,0.0,control,s1
s1,500,0.015,16,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,3,1.0242645180393433,0.0005233152629756482,-7957.20575141022,-3.0905237369921856,0.3199395887349641,1.2797583549398563,0.2764227642276423,0.0,0.0,0.0,control,s1
s1,500,0.015,17,8,,nan,-1,nan,nan,nan,0,,,,noguard,,noguard,1.0,7,1.167251156497266,0.00043451282011072446,-8556.334138700156,-4.0023958422462425,0.3173344650206059,1.2693378600824237,0.41260162601626016,0.0,0.0,0.0,control,s1
